address	chain_name	city	store_name	chain_code	store_code
א.ת החדש-שדרות	yellow	שדרות 	שדרות	7290644700005	209
א.ת חוצות כרמיאל	שופרסל דיל	כרמיאל	כרמיאל- אזור התעשיה	7290027600007	211
א.ת חוצות כרמיאל	שופרסל דיל	כרמיאל 	כרמיאל- אזור התעשיה	7290027600007	211
א.ת צפוני	yellow	בית שמש	פז הצומת - לירן שלום	7290644700005	538
א.ת צפוני	yellow	בית שמש 	פז הצומת - לירן שלום	7290644700005	538
א.ת צפוני בית שאן	Carrefour market (קרפור מרקט)	בית שאן	מרקט בית שאן	7290055700007	57
א.ת צפוני בית שאן	Carrefour market (קרפור מרקט)	בית שאן 	מרקט בית שאן	7290055700007	57
א.ת. עד-הלום כביש אשדוד אשקלון	yellow	אשדוד	עד הלום	7290644700005	193
א.ת. עד-הלום כביש אשדוד אשקלון	yellow	אשדוד 	עד הלום	7290644700005	193
א.ת. עמק חפר	שופרסל דיל	חדרה	עמק חפר- אזור תעשיה	7290027600007	91
א.ת. עמק חפר	שופרסל דיל	חדרה 	עמק חפר- אזור תעשיה	7290027600007	91
אבא אבן 14	שירה מרקט	ירושלים	משכנות האומה	7290058160839	303
אבא אבן 14	שירה מרקט	ירושלים 	משכנות האומה	7290058160839	303
אבא אחימאיר 1	ביתן מרקט	רמלה	רמלה לוין	7290725900003	74
אבא אחימאיר 1	ביתן מרקט	רמלה 	רמלה לוין	7290725900003	74
אבא אחימאיר 19	גוד פארם	תל אביב	שוסטר - תל אביב	7290058197699	501
אבא אחימאיר 28	סופר פארם	תל אביב	אחימאיר	7290172900007	241
אבא הילל 301	ויקטורי	רמת גן	איילון	7290696200003	88
אבא הילל 301	ויקטורי	רמת גן 	איילון	7290696200003	88
אבא הילל סילבר 13	מיני סופר אלונית	לוד	לוד	7290492000005	980
אבא הילל סילבר 13	מיני סופר אלונית	לוד 	לוד	7290492000005	980
אבא הלל 165	סופר פארם	רמת גן	קניון איילון	7290172900007	10
אבא הלל 165	סופר פארם	רמת גן 	קניון איילון	7290172900007	10
אבו חצירא ישראל 20	ברכל	בני ברק	פרדס כץ	7290058160839	226
אבו חצירא ישראל 20	ברכל	בני ברק 	פרדס כץ	7290058160839	226
אבטליון 23	ברכל	אלעד	אבטליון	7290058160839	248
אבטליון 23	ברכל	אלעד 	אבטליון	7290058160839	248
אבי זהר	Carrefour city (קרפור סיטי)	ירושלים	בית הכרם	7290055700007	3850
אבי זהר	Carrefour city (קרפור סיטי)	ירושלים 	בית הכרם	7290055700007	3850
אבי זוהר 7 בית הכרם ירושלים	סופר פארם	ירושלים	בית הכרם	7290172900007	121
אבי זוהר 7 בית הכרם ירושלים	סופר פארם	ירושלים 	בית הכרם	7290172900007	121
אבן גבירול 124	שופרסל אקספרס	תל אביב	אבן גבירול	7290027600007	596
אבן גבירול 124	שופרסל שלי	תל אביב	אבן גבירול	7290027600007	196
אבן גבירול 124 תל אביב	סופר פארם	תל אביב	אבן גבירול	7290172900007	109
אבן גבירול 136	am:pm	תל אביב	זבוטינסקי ת"א	7290492000005	518
אבן גבירול 14	am:pm	תל אביב	אבן גבירול	7290492000005	508
אבן גבירול 157	שופרסל שלי	תל אביב	ת"א- נורדאו	7290027600007	11
אבן גבירול 161	am:pm	תל אביב	הקסטל	7290492000005	578
אבן גבירול 166	גוד פארם	תל אביב	בית וואלה	7290058197699	150
אבן גבירול 49	נתיב החסד	עפולה	עפולה	7290058160839	52
אבן גבירול 49	נתיב החסד	עפולה 	עפולה	7290058160839	52
אבן גבירול 64	טיב טעם סיטי	תל אביב	אבן גבירול 64	7290873255550	63
אבן גבירול 71	BE	תל אביב	גן העיר	7290027600007	322
אבן גבירול 71	טיב טעם סיטי	תל אביב	עדן טבע מרקט גן העיר	7290873255550	156
אבן גבירול 73	סופר יודה	תל אביב	אבן גבירול 73	7290000000002	212
אבן גבירול 73	סופר יודה	תל אביב	אבן גבירול 73	7290000000002	8
אבן גבירול 91	am:pm	תל אביב	אבן גבירול 91	7290492000005	557
אבני נזר 18	ברכל	מודיעין עילית	אבני נזר	7290058160839	224
אבני נזר 18	ברכל	מודיעין עילית 	אבני נזר	7290058160839	224
אבני נזר 46	יש חסד	מודיעין עילית	מודיעין עלי-ק.ספר	7290027600007	607
אבני נזר 46	יש חסד	מודיעין עילית 	מודיעין עלי-ק.ספר	7290027600007	607
אבשלום גיסין 15	גוד פארם	פתח תקווה	גיסין פ"ת	7290058197699	952
אבשלום גיסין 15	גוד פארם	פתח תקווה 	גיסין פ"ת	7290058197699	952
אגם כינרת 6	סופר פארם	נתניה	אגמים נתניה	7290172900007	233
אגם כינרת 6	סופר פארם	נתניה 	אגמים נתניה	7290172900007	233
אגרון 1	שופרסל שלי	ירושלים	ירום- אגרון	7290027600007	2
אגרון 1	שופרסל שלי	ירושלים 	ירום- אגרון	7290027600007	2
אגריפס 40	מעיין 2000	ירושלים	מרכז כלל	7290058159628	13
אגריפס 40	מעיין 2000	ירושלים 	מרכז כלל	7290058159628	13
אדום 24 פארק התעשיות כנות	אושר עד	גדרה	כנות	7290103152017	6
אדום 24 פארק התעשיות כנות	אושר עד	גדרה 	כנות	7290103152017	6
אדמונד רוטשילד 8	שופרסל דיל	אשקלון	אשקלון- רוטשילד	7290027600007	209
אדמונד רוטשילד 8	שופרסל דיל	אשקלון 	אשקלון- רוטשילד	7290027600007	209
אהבת ישראל 1	שפע ברכת השם קרוב לבית	כוכב יעקב	תל ציון	7290058134977	36
אהבת ישראל 1	שפע ברכת השם קרוב לבית	כוכב יעקב 	תל ציון	7290058134977	36
אהבת שלום 9	good מרקט	בית שמש	גוד מרקט אהבת שלום	7290027600007	773
אהבת שלום 9	good מרקט	בית שמש 	גוד מרקט אהבת שלום	7290027600007	773
אהוד קינמון 14	טיב טעם	בת ים	בת ים	7290873255550	6
אהוד קינמון 14	טיב טעם	בת ים 	בת ים	7290873255550	6
אהליאב 21	good מרקט	ירושלים	גוד מרקט אהליאב	7290027600007	778
אהליאב 21	good מרקט	ירושלים 	גוד מרקט אהליאב	7290027600007	778
אהרון בקר 8	BE	תל אביב	תל ברוך	7290027600007	674
אודיטוריום חיפה	סופר פארם	חיפה	אודיטוריום	7290172900007	111
אודיטוריום חיפה	סופר פארם	חיפה 	אודיטוריום	7290172900007	111
אודם 4 צ'ק פוסט	מיני סופר אלונית	חיפה	מנהרות הכרמל	7290492000005	821
אודם 4 צ'ק פוסט	מיני סופר אלונית	חיפה 	מנהרות הכרמל	7290492000005	821
אוהלי יוסף 3	זול ובגדול	ירושלים	אוהלי יוסף	7290000000001	36
אוהלי יוסף 3	זול ובגדול	ירושלים 	אוהלי יוסף	7290000000001	36
אונטרמן שכונת גילה	yellow	ירושלים	גילה- חוסיין כדייר	7290644700005	524
אונטרמן שכונת גילה	yellow	ירושלים 	גילה- חוסיין כדייר	7290644700005	524
אוסטשינסקי 15	שופרסל אקספרס	כפר סבא	אוסטשינסקי	7290027600007	171
אוסטשינסקי 15	שופרסל אקספרס	כפר סבא 	אוסטשינסקי	7290027600007	171
אוסישקין 5	שופרסל שלי	רמת השרון	רמת השרון- אוסישקין	7290027600007	57
אוסישקין 5	שופרסל שלי	רמת השרון 	רמת השרון- אוסישקין	7290027600007	57
אוסישקין 62 רמת השרון	סופר פארם	הרצליה	אוסישקין רמת השרון	7290172900007	127
אוסישקין 62 רמת השרון	סופר פארם	הרצליה 	אוסישקין רמת השרון	7290172900007	127
אופנהיימר 10	ויקטורי	רחובות	רחובות	7290696200003	83
אופנהיימר 10	ויקטורי	רחובות 	רחובות	7290696200003	83
אופנהיימר 2	טיב טעם	רחובות	רחובות	7290873255550	18
אופנהיימר 2	טיב טעם	רחובות 	רחובות	7290873255550	18
אור הגנוז	ברכל	אור הגנוז	אור הגנוז	7290058160839	243
אור הגנוז	ברכל	אור הגנוז 	אור הגנוז	7290058160839	243
אורגים פינתב.ג	שופרסל דיל	באר שבע	ב"ש- צ'ורלי	7290027600007	65
אורגים פינתב.ג	שופרסל דיל	באר שבע 	ב"ש- צ'ורלי	7290027600007	65
אורוגאי 3	שופרסל שלי	ירושלים	ירום- יובל	7290027600007	5
אורוגאי 3	שופרסל שלי	ירושלים 	ירום- יובל	7290027600007	5
אורוגואי 31	זול ובגדול	ירושלים	קריית יובל	7290000000001	15
אורוגואי 31	זול ובגדול	ירושלים 	קריית יובל	7290000000001	15
אורוגוואי 8	סופר ספיר בשכונה	ירושלים	קרית יובל אורוגוואי	7290058156016	44
אורוגוואי 8	סופר ספיר בשכונה	ירושלים 	קרית יובל אורוגוואי	7290058156016	44
אורט ישראל 25	שופרסל דיל	בת ים	בת ים- אורט ישראל	7290027600007	124
אורט ישראל 25	שופרסל דיל	בת ים 	בת ים- אורט ישראל	7290027600007	124
אורי צבי גרינברג 25	פרשמרקט	תל אביב	אזורי חן	7290876100000	4
אושיסקין 43	סופר יודה	רמת השרון	רמת השרון	7290000000002	34
אושיסקין 43	סופר יודה	רמת השרון 	רמת השרון	7290000000002	233
אושיסקין 43	סופר יודה	רמת השרון 	רמת השרון	7290000000002	34
אזוה"ת מערבי, כביש 4	סופר פארם	זכרון יעקב	מול-זכרון	7290172900007	154
אזוה"ת מערבי, כביש 4	סופר פארם	זכרון יעקב 	מול-זכרון	7290172900007	154
אזור המלאכה- ישפרו סנטר מודיעין	סופר פארם	מודיעין-מכבים-רעות	מודיעין ישפרו	7290172900007	125
אזור המלאכה- ישפרו סנטר מודיעין	סופר פארם	מודיעין-מכבים-רעות 	מודיעין ישפרו	7290172900007	125
אזור התעשיה	שופרסל דיל	באר טוביה	באר טוביה	7290027600007	261
אזור התעשיה	שופרסל דיל	באר טוביה 	באר טוביה	7290027600007	261
אזור התעשיה	מעיין 2000	רכסים	רכסים	7290058159628	41
אזור התעשיה	מעיין 2000	רכסים 	רכסים	7290058159628	41
אזור התעשיה מול בית העלמין.	yellow	מודיעין-מכבים-רעות	מודיעין	7290644700005	253
אזור התעשיה מול בית העלמין.	yellow	מודיעין-מכבים-רעות 	מודיעין	7290644700005	253
אזור התעשיה מיתרים	מחסני השוק בסיטי	מיתר	מיתרים	7290661400001	45
אזור התעשיה מיתרים	מחסני השוק בסיטי	מיתר 	מיתרים	7290661400001	45
אזור התעשיה שער בנימין	מעיין 2000	ירושלים	שער בנימין	7290058159628	26
אזור התעשיה שער בנימין	מעיין 2000	ירושלים 	שער בנימין	7290058159628	26
אזור התעשייה	yellow	נהריה	פז נהריה לוחמי הגיטא	7290644700005	427
אזור התעשייה	yellow	נהריה 	פז נהריה לוחמי הגיטא	7290644700005	427
אזור התעשייה ב	שופרסל דיל	מגדל העמק	מגדל העמק- א ת דרומי	7290027600007	361
אזור התעשייה ב	שופרסל דיל	מגדל העמק 	מגדל העמק- א ת דרומי	7290027600007	361
אזור תעשיה דרומי מרכז קניות ביג	סופר פארם	קרית שמונה	ביג קרית-שמונה	7290172900007	192
אזור תעשיה דרומי מרכז קניות ביג	סופר פארם	קרית שמונה 	ביג קרית-שמונה	7290172900007	192
אזור תעשיה צפוני, רחוב הדקל	קינג סטור	שפרעם	שפרעם	7290058108879	6
אזור תעשיה צפוני, רחוב הדקל	קינג סטור	שפרעם 	שפרעם	7290058108879	6
אח"י אילת 34	סופר פארם	חיפה	קרית חיים	7290172900007	235
אח"י אילת 34	סופר פארם	חיפה 	קרית חיים	7290172900007	235
אחד העם 14	יוחננוף	תל אביב	אחד העם	7290803800003	54
אחד העם 14	יוחננוף	תל אביב	תל אביב אחד העם	7290803800003	54
אחד העם 54	ויקטורי	תל אביב	סיטי אחד העם	7290696200003	35
אחד העם 9	am:pm	תל אביב	כל-בו שלום	7290492000005	512
אחוזה 128	שוק העיר	רעננה	רעננה	7290058148776	21
אחוזה 128	שוק העיר	רעננה 	רעננה	7290058148776	21
אחוזה 144	גוד פארם	רעננה	רעננה	7290058197699	751
אחוזה 144	גוד פארם	רעננה 	רעננה	7290058197699	751
אחוזה 158	ויקטורי	רעננה	רעננה	7290696200003	45
אחוזה 158	ויקטורי	רעננה 	רעננה	7290696200003	45
אחוזה 269	טיב טעם סיטי	רעננה	דיילי רעננה	7290873255550	51
אחוזה 269	טיב טעם סיטי	רעננה 	דיילי רעננה	7290873255550	51
אחוזה 82	שופרסל שלי	רעננה	רעננה- אחוזה	7290027600007	27
אחוזה 82	שופרסל שלי	רעננה 	רעננה- אחוזה	7290027600007	27
אחוזה 83	סופר קופיקס	רעננה	רעננה	7291056200008	332
אחוזה 83	סופר קופיקס	רעננה 	רעננה	7291056200008	332
אחוזה 83 רעננה	סופר פארם	רעננה	רעננה אחוזה	7290172900007	56
אחוזה 83 רעננה	סופר פארם	רעננה 	רעננה אחוזה	7290172900007	56
אחוזת ברכפלד ק.ספר	שוק מהדרין	מודיעין עילית	מודיעין עלית 	7290725900003	2560
אחוזת ברכפלד ק.ספר	שוק מהדרין	מודיעין עילית 	מודיעין עלית 	7290725900003	2560
אחרי מגדל כביש בין צ.צלמון לצ.מגדל	yellow	מגדל	מפגש ארבל - מוחמד טא	7290644700005	378
אחרי מגדל כביש בין צ.צלמון לצ.מגדל	yellow	מגדל 	מפגש ארבל - מוחמד טא	7290644700005	378
איזור התעשיה "לב הארץ"	קינג סטור	ראש העין	קאסם	7290058108879	13
